LCBO_id,Price,Name,Description,Size,Alcohol,Madein_city,Madein_country,Brand,Sugar,Sweetness,Style1,Style2,Variety,Pic_src,Featured_wines,Recomm_foods
V122002,17.95,Provolo Tenuta Ca'Nove Valpolicella Ripasso Superiore 2014,"Alluring aromas of red and dark cherry/berry fruit mingle with cedar and floral notes. A delectable river of racy tang and ripe juicy fruit envelop the palate with red cherry and black currant interwoven with notions of mixed spice and dark mulberry. It's nicely balanced, medium weight with good texture while the lingering, rich, dry finish is lip-smacking good. Pour with osso buco or chicken cacciatore. Value. Score - 90. (Vic Harradine, winecurrent.com, Dec. 3, 2018)",750,14.5,Veneto,Italy,Provolo Societa Agricola,7.0,XD - Extra Dry,Smooth,Full-bodied,Valpolicella,https://www.lcbo.com/content/dam/lcbo/products/122002.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L414390,71.95,Prunier Auxey-Duresses 1cr Clos du Val 2014,,750,13.5,Burgundy,France,E.A.R.L. Domaine Michel Prunie,,,,,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/414390.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L414374,43.35,Prunier Cote De Beaune-Villages 2015,"The 2015 vintage is an extraordinary one throughout Burgundy. This wine is rich, powerful and statuesque but underpinned by juicy acidity. Classic ripe cranberry and red current on this one, with overtones of warm spices and earthy notes.",750,12.5,Burgundy,France,E.A.R.L. Domaine Michel Prunie,,,,,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/414374.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V11111,48.95,Prunotto Bricco Colma 2011,"Wow. This is a wine with tension and precision. So much flavor and intensity. Ripe fruit and smoky burnt-orange and slate aromas and flavors. Full body, silky tannins and a long finish. A fabulous blend of nebbiolo and barbera. Drink or hold. Score - 95. (James Suckling, jamessuckling.com, Nov. 17, 2015)",750,14.0,Piedmont,Italy,Marchesi Antinori,3.0,XD - Extra Dry,Firm,Full-bodied,Albarossa,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V10720,19.95,Puelles Reserva 2009,"The 2009 Reserva felt riper and headier than the image I had of the 2008. It had a savory and developed profile, with an orange border and tertiary aromas. The palate revealed some rustic tannins and an earthy touch, a dry, somehow austere finish. They produced 10,000 bottles, which were filled in the summer of 2011, so the wine has had enough time in bottle to be ready by now. Drink Date: 2018-2022.  Score - 90. (Luis Gutiérrez, robertparker.com, Feb. 28, 2018)",750,14.3,Rioja,Spain,Jesus Puelles Fernandez Y Uno,2.0,XD - Extra Dry,Firm,Full-bodied,Tempranillo/Grenache,https://www.lcbo.com/content/dam/lcbo/products/010720.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V10593,18.95,Puente Austral Gran Reserva Cabernet Sauvignon 2015,"A medium-bodied, sleek and crisp carmenere with bright redcurrant and herbal notes, the finish bright and long. Drink now.  Score - 90. (James Suckling, jamessuckling.com, 2019)",750,14.6,Colchagua Valley,Chile,Comercial Puente Austral Wines,2.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon/Malbec,https://www.lcbo.com/content/dam/lcbo/products/010593.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L585116,16.25,Puerto Viejo Cabernet Sauvignon Reserve 2017,"Nose is wet leaves on slightly humid soil, dark and red ripe fruits with dominant black cherries, spices,and a tamed whiff of its 14% ABV. Everyday cab to serve with beef stew and red pasta.",750,13.5,,Chile,Exportadora Sur Valles Limitad,,,,,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/585116.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L585124,16.25,Puerto Viejo Carmenere Reserve 2017,"Deep red colour with purple highlights. Intense nose of blackberries, sweet spices, menthol and a hint of smoke. Lush mouth entry, great fruit concentration with round tannins and long, pleasant aftertaste. Pair with Soused rabbit.",750,13.5,,Chile,Exportadora Sur Valles Limitad,,,,,Carmenère,https://www.lcbo.com/content/dam/lcbo/products/585124.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V207456,83.0,Pujanza Norte 2015,"Named after the north-facing plot where the Tempranillo grapes grow, the 2015 Norte is Tempranillo that fermented in stainless steel vats with indigenous yeasts followed by malolactic. Élevage was in French barriques and lasted 15 months. 2015 was a ripe and warm year that managed to combine ripeness and freshness. This is always sourced from the same vineyard, which is located at 720 meters altitude and is around 20 years old - the youngest vineyard they have. Carlos San Pedro planted it with a massal selection that ripens quite early; in fact, in 2017 it was the first vineyard they harvested. It ripens properly and keeps good acidity. They stopped using 100% new oak in 2012, and the oak is very integrated and folded into the wine, even now that they have extended the élevage. This could very well be the finest Norte to date, with very chalky tannins. It feels quite young. 11,000 bottles were filled in September 2017. Drink Date: 2019-2030.  Score - 95. (Luis Gutiérrez, robertparker.com, Feb. 28, 2018)",750,14.5,Rioja,Spain,Bodegas Pujanza,4.0,XD - Extra Dry,Smooth,Full-bodied,Tempranillo Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V419614,62.0,Punset Campo Quadro Barbaresco 2009,"The 2009 Barbaresco Campo Quadro delivers the goods. I have found that vintage plays a specifically important role in the wines of Punset. Age is another factor as these wines gain their balance only after a good amount of time in the cellar. This Barbaresco from the 2009 vintage shows an interesting range of aromas that span from wild berry and dried blueberry to very smokey tar, asphalt and granite. In the mouth, the wine is tight, streamlined and it shows firm tannic structure. Campo Quadro is part of the San Cristoforo cru in the Neive township. Drink Date: 2017-2030.  Score - 92. (Monica Larner, robertparker.com, Jan. 31, 2017)",750,13.5,Piedmont,Italy,Punset Di Marcarino Marina + C. Sas,2.0,XD - Extra Dry,Fruity,Medium-bodied,Nebbiolo,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V557017,17.95,Punti Critici Valpolicella Ripasso Superiore 2015,"Since 1967, this wine has been sold privately to Ripasso lovers. Celebrate its Vintages debut by picking up a bottle and delighting in its spicy, smoky and coffee notes and supple texture, especially alongside a mushroom risotto or a selection of smoked salumi and cheeses. (Vintages panel, Nov. 2017)",750,13.9,Veneto,Italy,Feudi San Pio,10.0,XD - Extra Dry,Fruity,Medium-bodied,Valpolicella,https://www.lcbo.com/content/dam/lcbo/products/557017.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V10881,24.95,Purple Cowboy Paso Robles Tenacious Red,,750,13.5,,USA,Vintage Wine Estates,7.0,,Firm,Full-bodied,Blend - Other,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V524223,24.95,Purple Cowboy Trail Boss Cabernet Sauvignon 2017,"Purple Cowboy founder Terry Wheatley, who is a breast cancer survivor and awareness activist, has raised over $28 million for breast cancer research and awareness through the sale of Purple Cowboy wines. This 2017 Trail Boss Cab is bold and rich with sweet vanilla, ripe blueberry and blackcurrant, and a touch of chocolate. It'll be best through 2022 with smoky ribs or burgers. (Vintages panel, Nov. 2018)",750,13.5,California,USA,Vintage Wine Estates,7.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/524223.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V571851,79.0,Purple Hands Stoller Vineyard Pinot Noir 2015,"Supple, expressive and vibrant, with rose petal, raspberry and stony mineral aromas and elegantly layered flavors that glide sleekly toward a refined finish. Drink now through 2023. Score - 94. (Tim Fish, winespectator.com, Sept. 30, 2017)",750,13.5,Oregon,USA,Les Maitres Vignerons Du Cap,2.0,XD - Extra Dry,,,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L424340,29.3,Pynos Pinot Nero Oltrepo Pavese DOC 2006,"A lovely red wine from an award-winning winery. This 100% pinot nero (noir) spends 18 months in French oak barrels. Pale ruby in colour, with delightful notes of cherry, blackcurrant, licorice, oak and spice. Medium-bodied and fruity, with a crisp, clean finish. Serve this wine slightly chilled with baked salmon over rice.",750,13.0,,Italy,Az. Agr. Sanmichele Ai Pianoni,,,,,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/424340.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V555813,21.95,Pyros Barrel Selected Malbec 2015,"The picturesque Pedernal Valley produces some of the most aromatic reds in Argentina and this wild-herb scented Malbec is true to type. Grippy, savoury and dense with violet, damson and dark plum flavours, it's rich, spicy and built to last. 2018-24. Score - 93. (Tim Atkin, MW, timatkin.com, Argentina Special Report 2017)",750,14.6,San Juan,Argentina,"Bodega Salentein, S.A.",3.0,XD - Extra Dry,Firm,Full-bodied,Malbec,https://www.lcbo.com/content/dam/lcbo/products/555813.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V606541,19.95,Pèppoli Chianti Classico,"A food-friendly Chianti Classico made on the historic Pèppoli estate, whose vineyards date back to the middle ages. Features cherry, currant, leather and herbal notes. Pair with homemade pizza, cured meats or pasta with Bolognese sauce.",750,13.0,Tuscany,Italy,Marchesi Antinori S.P.A.,4.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese,https://www.lcbo.com/content/dam/lcbo/products/606541.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Marinated King Oyster Mushrooms Rolled with Tarragon Goat Cheese', 'Red-Wine-Braised Lamb', 'Shiitake Fricos with Arugula & Chinese Five-Spice Dressing']"
L511658,16.85,Pères de L'Eglise Caprice Rouge 2018,"Easy-drinking blend of 70% Grenache and 30% Cinsault 30%. Simple winemaking with short maceration of 2 weeks. Ageing in concrete tanks. On the nose, strawberries and redcurrants. Fresh layers of garrigue and ripe red fruit. A fresh and fruity wine for parties and or appetizers anytime.",750,14.0,,France,Scea Paulette Gradassi + Fils,,,,,Grenache,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L423466,86.85,Pères De L'Eglise Châteauneuf Du Pape Cuvée Héritage 2015,"Jeb Dunnuck tasting note: RP 92-94 ...the 2015 Châteauneuf du Pape Heritage is 100% Grenache that was partially destemmed and is still aging all in two- to three-year-old demi-muids. Uber ripe, even a touch overripe, with decadent notes of olive tapenade, game, melted licorice and serious dark fruits, it's full-bodied, rich and mouth-filling, with polished tannin and a great finish.",750,15.0,Rhône,France,Scea Paulette Gradassi + Fils,,,,,Grenache,https://www.lcbo.com/content/dam/lcbo/products/423466.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L511567,24.0,Pères de L'Eglise Côtes du Rhône Blanc 2018,"Blend of 60% grenache blanc, 20% clairette, 10% Ugni blanc. From chalky-clay soils on the steep hillsides of the village of Codolet and St. Laurent des Arbre. Aged 3 months in stainless steel. Aromas of peach, pear and lychee. Easy-drinking as an apéritif or with fish.",750,13.5,,France,Scea Paulette Gradassi + Fils,,,,,Grenache,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L511641,20.45,Pères de L'église Côtes du Rhône Rouge 2017,"From clay and limestone soils and a small 0.5ha vineyard in the district of Saint George, on the outer edge of the appellation. 80% 'Old vine Grenache', 10% Syrah, 5% Mourvèdre, and 5% Carignan. Hand-harvested with careful sorting, and long maceration. Vinified in concrete tanks. Beautiful dark ruby, with complex aromas of wild red fruits, a fine structure and loads of fresh fruit replays on the palate and very well-balanced. Simple antipastos, charcuteries and cheeses match well.",750,14.5,Rhône,France,Scea Paulette Gradassi + Fils,,,,,Syrah/Mouvèdre/Grenache,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L567205,9.3,Pé Tinto 2017,"A beautiful blend! This red is created with grapes from the Alentejo region of Portugal. Notes of dark cherry and blueberry mingle to create satisfying aromas, and the dry acidity makes it the right choice for entertaining at a barbecue.",750,13.0,Alentejo,Portugal,Esporao Vendas E Marketing S.A,,,,,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/567205.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V10591,19.95,Pérez Cruz Limited Edition Cabernet Franc 2016,"The 2016 Cabernet Franc Limited Edition is blended with 6% Cabernet Sauvignon and 3% Petit Verdot. The Cabernet Franc grapes come from eight-year-old vines in the estate vineyards. It fermented in stainless steel with indigenous yeasts followed by malolactic in barrique and an élevage of 14 months in second and third use French oak barrels. It's peppery and spicy and also varietal, without excess in either direction. The palate is elegant and medium-bodied, with fine tannins and very good tension and freshness. This should develop nicely in bottle. Drink Date: 2018-2024. Score - 92. (Luis Gutiérrez, robertparker.com, Oct. 31, 2018)",750,14.1,Maipo Valley,Chile,Vina Perez Cruz,5.0,XD - Extra Dry,Fruity,Medium-bodied,Cabernet Franc Blend,https://www.lcbo.com/content/dam/lcbo/products/010591.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V431015,17.75,Pérez Cruz Limited Edition Cabernet Sauvignon 2016,"A ripe, but very fresh cabernet with notes of tea, soy sauce and dried cherries. Crisp acidity and lively, moderately-dry tannins. Drink now. Score - 91. (James Suckling, jamessuckling.com, March 16, 2018)",750,14.0,Maipo Valley,Chile,Vina Perez Cruz,4.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon/Petit Verdot,https://www.lcbo.com/content/dam/lcbo/products/431015.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V670539,20.95,Pérez Cruz Limited Edition Carmenère 2016,"Sourced from the Andean end of the Maipo Valley, Germán Lyon's impressive Carmenère has lovely freshness and perfume, reminiscent of Cabernet Franc in some ways. Floral, grassy and refined with silky tannins. Drink Date: 2020-25. Score - 93. (Tim Atkin, MW, timatkin.com, Chile Special Report 2018)",750,14.5,Maipo Valley,Chile,Vina Perez Cruz,3.0,XD - Extra Dry,Firm,Full-bodied,Carmenère Blend,https://www.lcbo.com/content/dam/lcbo/products/670539.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V694208,14.95,Pérez Cruz Reserva Cabernet Sauvignon,"This popular Cab consistently over-delivers due to a fabulous price and excellent quality. Elegant and beaming with cassis, black cherry and smoky oak notes. A reliable partner for burgers, blackened chicken or herb-encrusted roasted lamb.",750,14.5,Maipo Valley,Chile,Vina Perez Cruz,5.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/694208.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Braised Brisket', 'Classic Beef Bourguignon', 'Rare Roast Beef with Niçoise Mayonnaise']"
V553693,66.95,QED Axiom of Choice Cabernet Franc 2015,"Coming from 100% Cabernet Franc, the 2015 Qed Axiom of Choice offers a classic, yet polished, expression of Cabernet Franc. It reveals a medium ruby/purple tinged color, notes of spring flowers, blueberries, cassis, lead pencil shavings and damp earth, medium-bodied richness, and sweet, present tannin that emerge on the finish. With beautiful complexity, and elegant, ethereal texture and a great finish, it has more than a passing resemblance to a classic vintage of Cheval Blanc. It's going to continue drinking nicely for 15+ years. Drink Date: 2019-2032.  Score - 95. (Jeb Dunnuck, robertparker.com, June 30, 2017)",750,14.0,Washington,USA,Rasa Vineyards,6.0,D - Dry,Fruity,Medium-bodied,Cabernet Franc,https://www.lcbo.com/content/dam/lcbo/products/553693.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V440305,22.95,Quadrus Red 2013,"Just over half of Quadrus is touriga nacional, just under a third is tinta roriz and the rest, souzão. It's a brambly blend based on ropey and tangy red fruit in the way of let's say, Lodi zinfandel with a warmth and a grip that belies the warmth. This has hit its perfect stride and this coming summer's outdoor fun sessions by the BBQ would do well to include some units of this energetic '13. Sits in the sweet spot in so many ways, least of not which are price for the quality and window of opportunity. Drink: 2018-2020. Score - 90. (Michael Godel, winealign.com, June 1, 2018)",750,13.5,Douro,Portugal,"Miravino - Producao, Comercializaca",4.0,XD - Extra Dry,Fruity,Medium-bodied,Touriga Nacional/Tinta Roriz,https://www.lcbo.com/content/dam/lcbo/products/440305.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V534271,28.95,Quadrus Reserva 2011,"This is from the Toronto-based Portuguese Amaro brothers ... a nicely ripe, smooth and dense Douro - almost silky in fact yet with a certain juicy charm. The tannins are nicely soft. It has a lifted, ripe, fragrant nose of plum jam and raspberry with sweet oak vanillin, spice and vague herbs. It is very generous, delicious wine - certainly a bit 'sweeter' than the average Douro red. Very good to excellent length. Tasted November 2017. Score - 90. (David Lawrason, winealign.com, Nov. 28, 2017)",750,14.0,Douro,Portugal,"Miravino - Producao, Comercializaca",5.0,XD - Extra Dry,Smooth,Full-bodied,Touriga Nacional,https://www.lcbo.com/content/dam/lcbo/products/534271.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L538777,12.1,Quai Du Vin Signature Series Red VQA,"The inspiration of European roots, along with a passion for wine, the dedication shows in the quality of the finished product. This blended wine features alluring aromas and flavours of raspberry, cherry, flower and a hint of spice. Medium-bodied and fruity, with an elegant finish, serve with pulled pork sliders.",750,12.5,Ontario,Canada,Quai Du Vin Estate Winery,5.0,XD - Extra Dry,Fruity,Medium-bodied,Red Table Wines (Unnamed Blends),https://www.lcbo.com/content/dam/lcbo/products/538777.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V585760,31.95,Quails' Gate Pinot Noir 2017,"92% Pinot Noir, 8% Gamay. Rather silky and intense, displaying baking spices, sweet herbs, candied cherry and raspberry. Cracked black pepper shines on palate which ends in juicy fashion.  Score - 92. (Decanter World Wine Awards, 2019)",750,14.0,British Columbia,Canada,Quails' Gate Vyds. Estate Winery,3.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir/Gamay,https://www.lcbo.com/content/dam/lcbo/products/585760.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V546242,13.75,Quantum Syrah/Cabernet Sauvignon 2015,"Perhaps it's no big (Quantum) leap to say most Ontarians haven't tried many Bulgarian wines. If you haven't, this blend of 70% Syrah and 30% Cabernet Sauvignon is a great place to start. Quantum is the most awarded of all Bulgarian wines, and the 2015 vintage is spicy, earthy and balanced with ripe red and black berry fruit. Pour it with peppercorn-crusted burgers. (Vintages panel, Aug. 2017)",750,13.8,Thracian Lowlands,Bulgaria,Domaine Boyar Ltd.,5.0,XD - Extra Dry,Fruity,Medium-bodied,Syrah/Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/546242.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V552158,17.95,Quarisa Treasures Coonawarra Cabernet Sauvignon 2015,"A big, well-framed Aussie Cabernet with the stuffing to appeal to fans of Cali Cabs. It's crafted in a complex but approachable and crowd-pleasing style, loaded with dark fruit, cherry, vanilla, nutmeg and oak tones. Ripe and rich with a mineral underbelly and a refinement that surprises at this price point. This wants steak or rack of lamb. (Vintages panel, Nov. 2018)",750,14.6,South Australia,Australia,Quarisa Wines Pty Ltd,6.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/552158.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V632554,28.95,Quartier Pinot Noir 2016,"Medium red colour with a purple tint. The aromas are foresty and dark cherry-like, with mysterious undergrowth scents and some whole-bunch complexity. In the mouth, it's medium-bodied and has a good, if subtle, tannin backbone. There is richness and density here. Very good and will grow with cellar time. Drink Date: 2018-2027.  Score - 91. (Huon Hooke, therealreview.com, May 7, 2017)",750,13.5,Victoria,Australia,Port Phillip Estate,2.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/632554.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L629345,13.95,Quattrocento Red Blend (Ace Of Hearts),"The grapes for this blend are naturally dried on the vine, enhancing fruit flavour and concentration. The wine is garnet in colour, with aromas of cherry and spice, and light floral notes. The wine is medium-bodied and dry; expect flavours of red fruits, spice and vanilla. Serve with pasta dishes, braised meats or risotto.",750,14.0,Sicily,Italy,Etike Internation Srl,12.0,D - Dry,,,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/629345.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V10138,40.0,Queenston Mile Pinot Noir 2017,"The '17 is even dustier than '16, in fact it's sitting compressed and pressed in a bowl inside a bin. Roasted, toasted and intense, particularly strong, grippy and potent. The warmth of St. David's and the heat of September really speaks but curiously noted and question asked is where is the strawberry jam? Lost in the foil provided by whole bunches it would seem. Drink: 2021-2025. Tasted March 2019. Score - 90. (Michael Godel, winealign.com, May 23, 2019)",750,12.5,Ontario,Canada,2601636 Ontario Inc Queenston Mile,3.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/010138.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V438580,34.95,Quercecchio Brunello di Montalcino 2013,"This gracefully maturing Brunello was aged four years in a combo of French and Slavonian oak. It sports notes of savoury herbs, sun-dried cherry and meat, wrapped in a palate-caressing texture. Pair with steak Florentine, pasta bolognese or your favourite aged cheeses. (Vintages panel, Jan. 2018)",750,14.5,Tuscany,Italy,Premium Wine Selection,3.0,XD - Extra Dry,Firm,Full-bodied,Sangiovese,https://www.lcbo.com/content/dam/lcbo/products/438580.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V392886,44.95,Queylus Réserve du Domaine Pinot Noir 2013,"Burgundian style Pinot with lifted cherry, raspberry and plum aromas followed by an expansive palate showing leather, earth and spicy oak. Score - 92. (Decanter World Wine Awards, 2017)",750,13.0,Ontario,Canada,Gestion Queylus,2.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/392886.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V392738,29.95,Queylus Tradition Pinot Noir 2015,"Very fine aromas of red cherries, herbs and spice. The palate has lovely freshness with a density to the cherry and raspberry fruit. There's real concentration here with dense fruit but also some elegance. Has good acidity and some structure. This is a big wine that's lovely, but will need time to come round.  Score - 94. (Jamie Goode, wineanorak.com, Sept. 14, 2017)",750,13.0,Ontario,Canada,Gestion Queylus,3.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/392738.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V275701,17.95,Quieto 3 Malbec 2014,"Lots of juicy, decadent fruit character with walnut undertones. Coffee. Full body, silky tannins and a flavorful finish. Drink now. Score - 91. (James Suckling, jamessuckling.com, May 21, 2016)",750,14.3,Mendoza,Argentina,Monte Quieto S.A.,2.0,XD - Extra Dry,Fruity,Medium-bodied,Malbec,https://www.lcbo.com/content/dam/lcbo/products/275701.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V498808,59.95,Quilt Cabernet Sauvignon 2016,"Joseph Wagner founded Copper Cane in 2014, the same year he first released this accessible Napa Cabernet. He made 7,000 cases of it that year and it sold out in three months. The 2015 vintage received a 91-point score from James Laube  (winespectator.com, June 30, 2018). This 2016 is just as impressive. It's big, rich and concentrated, with cassis, juicy dark fruit, sandalwood, vanilla, mocha and big tannins. Enjoy this long, structured wine with steak grilled rare. (Vintages panel, Jan. 2018)",750,15.0,California,USA,Copper Cane by Joseph J. Wagner,7.0,D - Dry,Smooth,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/498808.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L734029,55.5,Quinta da Escusa Reserva 2015,"Hand harvested and selected Touriga Nacional, Alicante Bouschet, Sousão and Syrah aged 12 months in French oak. A deep violet with intense aromas of ripe red fruits, mint, and dark chocolate notes. Silky, balanced tannins and well integrated oak on the palate reveals a complex intensity ending with a velvety, persistent finish.",750,13.5,,Portugal,"Romana Vini - Vinhos E Culturas, Ld",,,,,Touriga Nacional Blend,https://www.lcbo.com/content/dam/lcbo/products/734029.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L843748,109.3,Quinta da Foz Grande Reserva 2015,"Cherry red colour. Complex and intense aromas dominated by red fruits as well as the black plum and light floral tones. Dark chocolate notes and spice from the aging in French oak barrels. In the mouth it is a full-bodied wine, which brings aromas of fresh fruit. Seamless, velvety, well integrated tannins give the wine elegance and a pleasant and persistent finish. 93 points Wine Enthusiast",750,14.0,Douro,Portugal,Vinango - Investimentos E Participa,,,,,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/843748.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L434059,38.4,Quinta da Foz Reserva 2014,"Cherry red colour. Complex and intense aromas dominated by red fruits as well as the black plum and light floral tones. Dark chocolate notes and spice from the aging in French oak barrels. In the mouth it is a full-bodied wine, which brings aromas of fresh fruit. Seamless, velvety, well integrated tannins give the wine elegance and a pleasant and persistent finish.",750,14.0,Douro,Portugal,Vinango - Investimentos E Participa,,,,,Tinta Roriz Blend,https://www.lcbo.com/content/dam/lcbo/products/434059.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V11358,85.0,Quinta da Pellada Red,,750,13.5,,Portugal,"Quinta Da Pellada - Unipessoal, Lda",2.0,,Fruity,Medium-bodied,Blend - Other,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V431742,17.95,Quinta da Rede Reserva 2013,"Rede is at the western, cooler end of the Douro vineyards and it shows in the fresh feel to this wine. The tannins are softer as well, creating a wine that is much more about fruit than about structure. Black fruits show well freshened with acidity and balanced with the dry, final tannins. Drink from 2017. Editors' Choice. Score - 91. (Roger Voss, Wine Enthusiast, April 1, 2016)",750,13.5,Douro,Portugal,Quinta Da Rede - Sociedade Agricola,5.0,XD - Extra Dry,Fruity,Medium-bodied,Touriga Nacional Blend,https://www.lcbo.com/content/dam/lcbo/products/431742.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L733088,20.25,Quinta da Soalheira Old Vines,"Dense ruby in colour, this wine displays very intense and fresh aromas with notes of black and red fruits, such as plum and strawberry, enveloped by nuances of eucalyptus. A wine highlighted in the mouth by an excellent balance between its full-bodied structure, velvety tannins and acidity, for a unique elegance and a long and very persistent finish.",750,12.5,Douro,Portugal,"Sociedade Dos Vinhos Borges, S",,,,,Touriga Nacional/Touriga Franca,https://www.lcbo.com/content/dam/lcbo/products/733088.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V13292,58.0,Quinta da Viçosa 2015,"The 2015 T - M (Quinta da Viçosa), the single-quinta blend that varies every year, is an equal blend of Touriga Nacional and Merlot aged for 12 months in new French oak. It comes in at 14.5% alcohol. The last 'T-M' version of this brand was the 2003. Things have changed a bit. From this vintage on, this is a 'bio' vineyard - meaning it is organic but not yet listed as such. When last seen, this was in great form and looked superb. I especially love the way it has become more expressive, with a juicy finish and a bright feel. It is equally powerful and much more fun to drink now given its development. Keep cellaring it for another couple of years, although you can approach it now. It will continue to evolve well for more than another decade and hold well for a while after that. Drink Date: 2019-2035.  Score - 94. (Mark Squires, robertparker.com, Aug. 31, 2018)",750,14.5,Alentejo,Portugal,"J Portugal Ramos, S.A.",4.0,XD - Extra Dry,,,Touriga Nacional Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
