LCBO_id,Price,Name,Description,Size,Alcohol,Madein_city,Madein_country,Brand,Sugar,Sweetness,Style1,Style2,Variety,Featured_wines,Recomm_foods
V218925,210.0,Jonata El Alma de Jonata 2014,"The Cabernet Franc dominated cuvée, the 2014 El Alma de Jonata (88% Cabernet Franc, 10% Cabernet Sauvignon, 2% Petit Verdot) sports a deep ruby color as well as a beautiful perfume of spring flowers, tobacco leaf, dark fruits and violets. Medium to full-bodied, elegant and layered, it doesn't have the density or depth of a top vintage, yet is beautifully balanced and elegant, with fine tannin, it's going to age nicely on its balance.  Score - 95. (Jeb Dunnuck, jebdunnuck.com, Aug. 2, 2017)",750,14.5,California,USA,Jonata,,XD - Extra Dry,Smooth,Full-bodied,Cabernet Franc Blend,,
V470773,210.0,Jonata El Desafio de Jonata 2014,"A Cabernet Sauvignon dominated blend that includes 13% Merlot and 4% each of Petit Verdot and Cabernet Franc, the 2014 El Desafio de Jonata gives up lots of blackcurrant, cedar, lead pencil and licorice aromas and flavors, medium to full-bodied richness, a light, elegant texture and notable, yet ripe tannin. It will merit an even higher score if it gains weight in bottle.  Score - 94. (Jeb Dunnuck, jebdunnuck.com, Aug. 2, 2017)",750,14.5,California,USA,Jonata,2.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon Blend,,
V220517,150.0,Jonata La Sangre de Jonata Syrah 2008,"The 2008 La Sangre de Jonata is a huge, opulent wine. Layers of blue and black fruit, graphite and licorice flow from this large-scaled, muscular Syrah. This is a super-ripe style that needs a few years in bottle to settle down. It is also the only wine I tasted where the alcohol is slightly intrusive. La Sangre de Jonata is 98% Syrah and 2% Viognier. The wine was aged in medium-sized barrels, 50% new. Anticipated maturity: 2014-2022. Score - 95. (Antonio Galloni, vinous.com, Aug. 2011)",750,14.9,California,USA,Cool Hand Vineyards Llc,6.0,D - Dry,Smooth,Full-bodied,Syrah Blend,,
L391267,20.7,Josep Foraster Collita 2015,"Notes of fresh, ripe red fruit and its hints of expressive and juicy black fruit are released along with an aromatic touch of flowers, among which violets stand out. A very nice and easy-drinking young wine. Juicy notes of ripe fruit are soft and light but at the same time intense in the palate. It shows a good acidity, harmony and persistence.",750,12.0,Tarragona,Spain,That's Life Gourmet Ltd,,,,,Tempranillo/Cabernet Sauvignon,,
V409151,44.95,Joseph Carr Cabernet Sauvignon 2015,"Hand-picked and matured in French oak for 16-18 months, this is a supple Cabernet that frames the intensity of Napa's 2015 vintage with easygoing elegance. It's brimming with lush black fruit accented by floral and smoky cedar tones and culminates in a nice, long finish. An impressive choice for steaks with a garlic-and-rosemary marinade. (Vintages panel, June 2018)",750,14.1,California,USA,Wj Deutsch & Sons Ltd,6.0,D - Dry,Smooth,Full-bodied,Cabernet Sauvignon,,
V76968,170.0,Joseph Drouhin Beaune Clos Des Mouches 1er Cru 2017,"Is Clos des Mouches better suited to red or white grapes? The answer is both in a vintage like 2017. This was picked in five stages to maximise balance and complexity and made with 25% stems and 30% new wood. It's not a blockbuster wine, prefering to charm rather than overwhelm the palate with elegance, refined tannins and spicy, wild strawberry and red cherry flavours. Drinking Window: 2023-2029. Score - 94. (Tim Atkin, MW, decanter.com, Oct. 31, 2018)",750,13.0,Burgundy,France,Joseph Drouhin S.A.,4.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
V512574,28.95,Joseph Drouhin Bourgogne Pinot Noir 2017,"Finding affordably priced Burgundy is a challenge, and for newcomers to the region (or even long-time fans), it can be an intimidating landscape. Drouhin is one of the most recognizable names here, and this Bourgogne Pinot Noir is always a reliable and affordably priced option. This wine's crushed berry, cherry and nuanced oak notes offer a marvellous introduction to the region and will be a fine companion for grilled meats with caramelized vegetables. (Vintages panel, Oct. 2018)",750,13.1,Burgundy,France,Joseph Drouhin S.A.,5.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
V962860,1170.0,Joseph Drouhin Musigny Grand Cru 2017,"This doesn't quite hit the same heights as the 2015 or 2016 releases - few red Burgundies do - but it's still a very impressive rendition of a grand cru bottling that's always among the highlights of Drouhin's tastings. It's subtle, delicate and refined, with chiselled, chalky acidity, pomegranate and wild strawberry fruit, and some sappy notes from 40% whole bunches. Drinking Window: 2024-2030. Score - 96. (Tim Atkin, MW, decanter.com, Nov. 5, 2018)",750,13.0,Burgundy,France,Joseph Drouhin S.A.,,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
V710400,390.0,Joseph Phelps Insignia 2015,"A barrel sample blended of 90% Cabernet Sauvignon, 7% Petit Verdot, 2% Cabernet Franc and 1% Malbec coming from six vineyards and reared in 100% new French oak, the 2015 Insignia Proprietary Red Wine has a very deep inky-purple color and nose of crushed red and black currants, blackberry pie and plums with hints of dried herbs, sandalwood, spice box and underbrush. Medium to full-bodied, the palate delivers a knock-out core of intense, energetic fruit with chewy tannins and a lively backbone, finishing with epic length and freshness. 12,500 cases are expected to be bottled. Score - 97-100. (Lisa Perrotti-Brown, MW, robertparker.com, Oct. 31, 2017)",750,14.0,California,USA,Joseph Phelps Vineyards,5.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon Blend,,
V737346,795.0,Joseph Phelps Insignia 2015,"A barrel sample blended of 90% Cabernet Sauvignon, 7% Petit Verdot, 2% Cabernet Franc and 1% Malbec coming from six vineyards and reared in 100% new French oak, the 2015 Insignia Proprietary Red Wine has a very deep inky-purple color and nose of crushed red and black currants, blackberry pie and plums with hints of dried herbs, sandalwood, spice box and underbrush. Medium to full-bodied, the palate delivers a knock-out core of intense, energetic fruit with chewy tannins and a lively backbone, finishing with epic length and freshness. 12,500 cases are expected to be bottled. Score - 97-100. (Lisa Perrotti-Brown, MW, robertparker.com, Oct. 31, 2017 )",1500,14.0,California,USA,Joseph Phelps Vineyards,3.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon Blend,,
L261254,48.35,Joseph River Estate Cabernet Sauvignon 2011,"From one of Australia's most renowned and important wine regions comes this blockbuster Cabernet Sauvignon. The wine feels alive with blackcurrant and cassis fruit with dark chocolate and cedar oak complexity. Just coming into its own now, it has a good decade of cellaring potential and is wonderful paired with red meat.",750,14.5,Western Australia,Australia,Harvey River Estate Pty Ltd,,,,,Cabernet Sauvignon,,
L461053,19.95,Josh Cellars Cabernet Sauvignon,"This red wine has its fruit sourced throughout California's Mendocino, Napa and Sonoma counties. It is ruby red in colour with ripe aromas and flavours of blackberry, vanilla, currants and baking spices. The palate is rich and round, with velvety tannins and flavours of cherry, cedar and licorice on a long finish.",750,13.5,California,USA,Wj Deutsch & Sons Ltd,7.0,D - Dry,Smooth,Full-bodied,Cabernet Sauvignon,,"['Deep-In-The-Heart-Of-Texas Chili', 'Roasted Beef Tenderloin', 'Lobster & Steak Tartine with Béarnaise Mayonnaise']"
L507467,19.95,Josh Cellars Legacy Red,"Named after the founder and his father, Josh Cellars sources its fruit from various premium site throughout the state. This blended wine exudes aromas of blue fruit, plum, blackberry and dark spices. In the mouth, it's bold and juicy with supple tannins and added flavours of toasted almonds and hazelnuts on a long finish.",750,14.5,California,USA,Wj Deutsch & Sons Ltd,14.0,D - Dry,Smooth,Full-bodied,Red Blend,,"['Tandoori Rack of Lamb', 'Lamb Two Ways', 'Lamb Meatballs with Roasted Peppers & Olives']"
L638221,18.95,Josh Cellars Merlot,"Joseph Carr Winery makes a tier of wines named after his affable father Josh. Josh Merlot, in turn, is inviting and full of character. With aromas and flavours of blueberry, vanilla, and mocha, a velvety texture, and fine tannins on the finish, this red will complement lamb, meat-based pasta or soft cheeses. Cheers Josh!",750,13.5,California,USA,Wj Deutsch & Sons Ltd,6.0,D - Dry,Smooth,Full-bodied,Merlot,,"['Rich Beef Pot Pie with a Cheddar Crust', 'Filet Mignon with Prosciutto & Grilled Tomatoes', 'Roast Beef with Double Horseradish and Crisped Onions']"
V163725,44.95,José Zuccardi Malbec 2014,"The 2014 José Zuccardi is mostly Malbec with 5% Cabernet Sauvignon from Altamira and Gualtallary. It fermented in concrete vats with indigenous yeasts and matured in large oak foudres. There is great austerity and balance here, with more bone than flesh. There's never any excess ripeness, extraction or oak. Serious, focused, deep, mineral and long. Truly outstanding. 30,000 bottles produced. It was bottled in February 2016. Drink Date: 2018-2022.  Score - 94. (Luis Gutiérrez, robertparker.com, June 29, 2018)",750,15.0,Mendoza,Argentina,La Agricola,2.0,XD - Extra Dry,Firm,Full-bodied,Malbec Blend,,
V337642,21.95,Journey's End Shiraz 2015,"Made entirely with Shiraz from a single vineyard, this wine wowed our panel with its amazing intensity of ripe plum, smoke and vanilla backed by a subtle minty note. Big and balanced, with good length, it'll make a great partner for braised mutton or beef. (Vintages panel, April 2018)",750,14.0,Stellenbosch,South Africa,Journey's End Vineyards,4.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
V514802,19.95,Jovino Pinot Noir 2015,"The Willamette Valley's soils are the beneficiaries of massive ice age floods between 15,000 and 13,000 years ago that left up to 200 feet of rich sediment on the Willamette Valley floor and hillsides. It's part of what shaped this supple, juicy Pinot, with its complex suggestions of cherry, strawberry, blackberry, mushroom and flowers. Pour with roast beef dinner. (Vintages panel, March 2018)",750,14.0,Oregon,USA,Joe W. Dobbes,4.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
V568857,38.95,João Brito e Cunha Quinta de S. José Touriga Nacional 2015,"The 2015 Touriga Nacional Quinta de S. José was aged for 12 months in used French oak and comes in at 14% alcohol. This is a classic 2015, bright, lifted and gloriously fresh, with intense fruit flavor. The tannins are refined but provided support. This lacks the depth of some years, but it has enough. It is impeccably balanced and the freshness will help it age and develop. Plus, it's delicious and wonderfully aromatic in its youth. It will be hard to resist when young, but it should develop well. This may be my favorite Touriga yet from this producer. João Brito e Cunha clearly has a knack for Touriga (he's also the winemaker for Touriga-Cha). We'll see how it develops in the cellar, to be sure. Drink Date: 2018-2038. Score - 93. (Mark Squires, robertparker.com, Aug. 31, 2017)",750,14.0,Douro,Portugal,"Joao Brito E Cunha, Lda",3.0,XD - Extra Dry,Smooth,Full-bodied,Touriga Nacional,,
L286195,8.95,JP Azeitão Red,"From the Palmela region of Portugal's Setubal Peninsula, this is a popular and well-made blend of 40 % syrah, and 60% local red varieties. Flavours of cherry, strawberry and blackberry are supported by a supple tannic structure. Excellent value and an ideal partner for grilled chicken, pork with clams or cured meats.",750,13.5,Setubal,Portugal,"Bacalhoa Vinhos De Portugal, S.A.",8.0,D - Dry,Fruity,Medium-bodied,Red Blend,,"['Slow-Cooked Lamb', 'Fragrant Slow-Braised Lamb Shoulder with Fingerling Potatoes', 'Spiced Beef Pockets']"
V638791,15.95,Juan Carrau Tannat 2017,"Tannat is the undisputed calling card of Uruguayan wine, and this one offers excellent value for money. Brambly berries, red bell pepper, meat, sweet spices and fresh flowers all make an appearance in the aromas, while the palate is tightly wrapped in firm tannins. You could tuck this away for a year or two, but it'll show well right away with a bit of protein. Pink-in-the-middle steaks will suit it nicely. (Vintages panel, Aug. 2018)",750,13.0,Canelones,Uruguay,Vinos Finos Juan Carrau,5.0,XD - Extra Dry,Firm,Full-bodied,Tannat,,
L377399,15.4,Juan De Juanes Bronce 2016,"Fresh, with red and dark berry aromas, this young blend from the Mediterranean coast has a full, velvety palate, and a long and voluptuous finish. Try it with small succulent lamb chops.",750,13.5,,Spain,Anecoop S. Coop,,,,,Syrah Blend,,
L367689,55.85,Juillot Mercurey 1er cru Combins 2016,"This vineyard is between 35 and 45 years of age and is a massal selection (different clones all planted together). The wine is finished for 12 months in 25% new barrels. It has all the passion and the power of this great terroir. Blackberry and blueberry, opulence and volume, with incredibly soft tannins.",750,13.0,Burgundy,France,Diva,,,,,Pinot Noir,,
L366665,49.45,Juillot Mercurey Chateau Mipont 2017,"Half way between a Mercurey Vieilles Vignes and a red Premier cru, the complexity and the finesse of the wines produced in this terroir will no doubt see them recognized as a new Premier cru when the Mercurey classifications are reviewed. This wine is made from vines planted in 1963. Pale ruby, it shows bright red fruit with some hints of baking spice. The palate is medium with crunchy acidity and light tannins.",750,13.0,Burgundy,France,Diva,,,,,Pinot Noir,,
V329805,24.95,Jules Taylor Pinot Noir 2017,"Wonderfully fruited and gorgeously complex, the bouquet shows spiced cherry, dark plum, game, dark mushroom and toasted almond characters. The palate delivers excellent concentration and fleshy mouthfeel, enhanced by silky texture and savoury nuances. It is flavoursome and generous, while remaining elegant and classically structured. Drink date: Now to 2022. Score - 94. (Sam Kim, wineorbit.co.nz, Aug. 2018)",750,14.0,Marlborough,New Zealand,Jules Taylor Wines Ltd.,3.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
L532358,8.95,Julia Florista Red,"Named after the famed flower girl of Fado, this red is an elegant rendition highlighting bright red berries and freshness. Truly a soft and easy-drinking charmer that is ideal for a variety of dishes from burgers to rare beef.",750,13.0,,Portugal,Vidigal Wines Sa,11.0,D - Dry,Smooth,Full-bodied,Red Blend,,
V479014,16.95,Julián Chivite Gran Feudo Reserva,"In Spain, Reserva wines must be matured for three years in cask and bottle before release. Easygoing with aromas of cherry and spring flowers. It sizzles with hamburgers, beef empanadas or roast chicken stuffed with olives, almonds and paprika.",750,12.5,Navarra,Spain,Bodegas Julian Chivite,4.0,XD - Extra Dry,Fruity,Medium-bodied,Tempranillo Blend,,"['Spanish Roasted Lamb', 'Mini Burgers', 'Roasted Rack of Lamb Rosemary-Dijon Sauce']"
V684019,21.95,Juniper Crossing Cabernet Sauvignon/Merlot 2016,"According to winemaker Mark Messenger 'we aim for a bright fruit-driven style that is juicy and structured.' The mission has been completed in fine style but that said, he's underselling things a tad. This is perfectly balanced and fruited, and drinks well now as a result, but there's a seriousness to the finish that will ensure it performs beautifully over the medium term, if not longer. Terrific value. Drink By: 2028.  Score - 95. (Campbell Mattinson, winecompanion.com.au, Aug. 1, 2018)",750,13.5,Western Australia,Australia,Juniper Estate,6.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet/Merlot,,
V407122,143.0,Juslyn Cabernet Sauvignon 2010,"The 2010 Cabernet Sauvignon Estate (75% Cabernet Sauvignon, 15% Merlot, 9% Cabernet Franc and a dollop of Petit Verdot) reveals great fruit, but it is more structured, tannic and reserved than the 2009, no doubt because it is a year younger. It reveals lots of graphite, forest floor, black currants, blueberries and the tell-tale smell of violets that comes from the Spring Mountain AVA. Give it 4-5 years of cellaring and drink it over the following 20+ years.  Score - 94. (Robert Parker Jr., robertparker.com, Oct. 2013)",750,14.2,California,USA,Juslyn Vineyards,5.0,XD - Extra Dry,,,Cabernet Sauvignon,,
V645192,23.95,Ka Tahi Merlot/Malbec 2015,"It is attractively fruited and fragrant on the nose showing blackcurrant, spiced cherry, dried herb and toasted almond characters. The palate is succulent and beautifully weighted, displaying youthful fruit intensity and rounded mouthfeel, elegantly structured by fine, chalky tannins, finishing long and delicately dry. At its best: now to 2020. Score - 90. (Sam Kim, wineorbit.co.nz, May 2018)",750,13.3,Hawke's Bay,New Zealand,Ka Tahi Wines Limited,5.0,XD - Extra Dry,Smooth,Full-bodied,Merlot/Malbec,,
V534792,36.0,Ka Tahi Rangatira Reserve Syrah 2015,"Wonderfully perfumed and inviting, the bouquet shows black/blueberry, violet, cedar and vanilla characters, together with nuances of clove and black pepper. The palate offers excellent fruit purity and concentration, without being heavy, and delivers velvety texture and fine, polished tannins. This is beautifully styled and refined with plenty of delectable flavours. A single vineyard wine from the Gimblett Gravels district. At its best: now to 2025. Score - 94. (Sam Kim, wineorbit.co.nz, Dec. 2017)",750,13.4,Hawke's Bay,New Zealand,Ka Tahi Wines Limited,5.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
L818807,36.1,Kaapzicht Cabernet Sauvignon 2016,"Deep ruby with saturated opaque center; abundance of blackcurrant, fynbos and fennel with inky succulence and firm well-managed tannins; rich fruit is beautifully balanced with integrated oak flavours lending depth and complexity.",750,14.0,,South Africa,Steytdal Farm Pty Ltd Ta Kaapzicht,,,,,Cabernet Sauvignon,,
L818823,17.55,Kaapzicht Estate Red 2015,"Inky, deep purple blend that offers youthful, incensed aromas of sweet perfume, wild dark berries, sweet spice and musk. The palate is lush, supple and juicy, showing bold sweet fruit, kirsch and sour cherry, nicely framed by freshness, good wood integration and soft tannins. Delicious on its own or as a partner to rich venison casseroles or even strong cheese.",750,14.5,,South Africa,Steytdal Farm Pty Ltd Ta Kaapzicht,,,,,Shiraz/Cabernet,,
L101477,11.75,Kacaba Cabernet Merlot Syrah VQA,"Deep ruby colour; smoky, meaty aromas with underlying spicy notes; full-bodied and firm with a peppery finish.",750,12.8,Ontario,Canada,Kacaba Vineyards,7.0,D - Dry,Smooth,Full-bodied,Cabernet/Merlot,,
L499384,14.95,Kacaba Cabernet VQA,"An award-winning local winery, this offering from Kacaba is a great introduction to quality reds from Ontario. Plush and flavourful with notes of red berry, cedar, and mocha mingling on a medium-weight palate that is brightened by a hit of acidity wrapping up with fine/integrated tannins.",750,13.0,Ontario,Canada,Kacaba Vineyards,4.0,XD - Extra Dry,Firm,Full-bodied,Named Varietal Blends-Red,,"['Cumin Lamb, Sweet Pepper & Onion Kebabs', 'Pastitsio', 'Planked Tandoori-Style Lamb']"
V688317,32.95,Kaesler Reach for the Sky Shiraz 2016,"***LATE ARRIVAL. PRODUCT NOT CURRENTLY AVAILABLE.*** In the previous vintage, the wine was under screwcap, now cork. A bit odd given the wine is a more juicy, upfront style for immediate drinking pleasure. Still, this has lightly spiced plums and cherries with supple, giving tannins. Drink By: 2021. Score - 95. (Jane Faulkner, winecompanion.com.au, Aug. 1, 2018)",750,14.3,South Australia,Australia,Christopher Stewart Wine & Spirits,4.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
V649301,58.0,Kaesler The Bogan Shiraz 2016,"This has impressive composure, which looks more dialed-in than previous vintages with neatly captured aromas of blackberries and mulberries. Gently tarry and spicy. The palate has a fluidity to it, where blackberries and red plums are clasped in firm, well-crafted tannins. Drink or hold. Score - 94. (James Suckling, jamessuckling.com, Aug. 14, 2018)",750,14.5,South Australia,Australia,Dural Wines Australia Pty Ltd,4.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
L668235,16.35,Kagor Chizay Transcarpathia 2017,"Intense varietal fruity aroma with pleasant notes of cocoa and chocolate. Rich, full bodied with a pleasant sweetness and velvety texture. Long fruity aftertaste. Pair perfectly with most sweet dishes and desserts.",750,16.0,,Ukraine,"Chizay, Inc.",,,,,Merlot,,
V58339,15.95,Kaiken Malbec,"Named for a goose that migrates between Chile and Argentina, Kaiken is crafted by famed Chilean winemaker Aurelio Montes. Beautifully balanced and packed with blueberry, raspberry and chocolate. Pair with meat-lovers' pizza or grilled lamb chops.",750,14.5,Mendoza,Argentina,Montes S.A.,6.0,XD - Extra Dry,Smooth,Full-bodied,Malbec,,"['Seared Beef Tenderloin with Porcini-Pinot Noir Broth, Crispy Potato Sticks & Green Herb Aïoli', 'Pulled Beef Ragu Polenta', 'Spicy Red Curried Beef with Spinach']"
V384305,17.95,Kaiken Terroir Series Cabernet Sauvignon/Malbec/Petit Verdot 2016,"This is a very aromatic red with plum and hot stone and some chalk. Dried flowers, too. Full body yet bright and vivid. An energetic red. A blend of cabernet sauvignon, malbec and petit verdot. Drink now. Score - 92. (James Suckling, jamessuckling.com, April 5, 2018)",750,14.5,Mendoza,Argentina,Kaiken S.A,5.0,D - Dry,Smooth,Full-bodied,Cabernet Sauvignon Blend,,
V135202,19.95,Kaiken Ultra Cabernet Sauvignon 2017,,750,14.5,Mendoza,Argentina,Kaiken S.A,5.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,,
V50849,19.95,Kaiken Ultra Las Rocas Malbec 2016,"A soft and round-textured red with stones and blackberries. Full body, subtle chocolate and berry character and hazelnut undertones. Turns rich on the finish. A blend of top vineyards. Drink now. Score - 94. (James Suckling, jamessuckling.com, Jan. 22, 2018)",750,14.5,Mendoza,Argentina,Kaiken S.A,3.0,XD - Extra Dry,Smooth,Full-bodied,Malbec,,
L898709,36.75,Kamara Shadow Play Xinomavro 2017,"This is made from 100% Xinomavro. 2017 was an excellent year in Northern Greece, with the hot summer giving the grapes plenty of time to ripen. Expect lots of red and black fruits from this wine, with vanilla and olives rounding out the palate and finish. There is enough structure here to cellar if you lay it down for the short term.",750,13.5,Macedonia,Greece,Kamara Winery S.A,,,,,Xinomavro,,
L401553,13.95,Kanakaris Lefko Dakri Moschofilero 2016,"Utilizing Greece's pink-skinned Moschofilero grape, this is a wine with an intense fruity nose. Dry on the palate, there's a lively acidity in the glass along with aromas of citrus, grapefruit, lemon and pear. Wonderfully food-friendly, try alongside hors d'oeuvres, a wide range of seafood and poultry dishes, or soft cheese.",750,11.5,Peloponnese,Greece,Ellinikes Eksagoges Inou I.K.E (Hel,,,,,Moschofilero,,
V630756,19.95,Kanonkop Kadette Pinotage 2016,"Most of the fruit that goes into this large volume Pinotage is purchased from other growers in Stellenbosch, but it still has the Kanonkop stamp of quality. Fresh, elegant and 'European' in style with some tannic grip behind the supple red berry fruit. Drink Date: 2019-24. Score - 90. (Tim Atkin, MW, timatkin.com, South Africa Special Report 2018)",750,14.5,Stellenbosch,South Africa,Kanonkop Wine Estate (Pty) Ltd,4.0,XD - Extra Dry,Smooth,Full-bodied,Pinotage,,
V464248,320.0,Kapcsándy Family Winery Estate Cuvée 2013,"The 2013 Estate Cuvée is dark, powerful and explosive, but also super-refined. Floral and spice notes appear first, followed by a host of balsamic-inflected overtones. Beams of tannin and acidity give the wine much of its energy, but the Estate Cuvée is, above all else, a wine of exquisite purity and finesse. I will not be surprised to see the 2013 show even better in another few years. With time in the glass, the 2013 fleshes out a touch, but the best is yet to come. The blend is 67% Cabernet Sauvignon, 23% Merlot, 5% Cabernet Franc and 5% Petit Verdot. Drinking window: 2018-2033.  Score - 96. (Antonio Galloni, vinous.com, Oct. 2015 )",750,14.1,California,USA,Kapcsandy Family Winery,,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon/Merlot,,
V470922,1039.0,Kapcsándy Grand Vin Cabernet Sauvignon 2014,"A powerful, tightly-wound wine, the 2014 Cabernet Sauvignon Grand Vin is likely to require the better part of the next decade to come into its own. The most backward and brooding of these wines, the Grand Vin is also quite primary and closed in on itself. Still, the energy, drive and focus of the best vintages is very much in evidence. Today, the 2014 is dense, seamless and utterly impeccable, with no hard edges, beautifully integrated oak (100% new) and exceptional balance. Drinking window: 2024-2034.  Score - 98. (Antonio Galloni, vinous.com, Dec. 2016)",750,14.1,California,USA,Kapcsandy Family Winery,,XD - Extra Dry,,,Cabernet Sauvignon,,
L449065,20.8,Kappa P62 2010,"This deep purple wine's plum, dried cherries and olive flavours are derived from the Xynomavro grape that makes up about half of this blend, while the full-bodied spiciness is a result of the Syrah. Both grapes are nicely integrated into this robust, elegant wine. Try it with roasted or grilled meats, mature hard cheeses, or pasta with red sauces.",750,13.0,Macedonia,Greece,Pavlou Georgios-Kagas Vasilios,,,,,Xinomavro Blend,,
V653048,29.95,Kara Tara Pinot Noir 2017,"Elgin's cool-climate growing conditions are ideal for aromatic wines and for fresh, complex Pinot Noir. Temperatures here are moderated by altitude and prevailing southerly ocean winds. This is a youthful, ripe, juicy wine, with dark fruit, earth and forest tones. It will generously reward cellaring for 3-5+ years, or try it tonight with beef tenderloin in a blackcurrant sauce. (Vintages panel, Oct. 2018)",750,13.6,Elgin,South Africa,Stark-Conde Wines,5.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
L196393,23.15,Karamolegos Terra Nera Mandilaria Red 2015,"Mandilaria is an easy drinking grape that is light enough to be served slightly chilled. Cherry and rose petal aromas are up front with more savoury rosemary and thyme playing a supporting role. Seemingly made for charcuterie, try it with seared tuna fish or salmon and enjoy its pairing with comfort food such as pasta Bolognese, pizza or cheeseburgers.",750,13.0,Santorini,Greece,Ellinikes Eksagoges Inou I.K.E (Hel,,,,,,,
V492751,21.95,Karas Red 2016,"This is crafted with the assistance of consulting winemaker Michel Rolland. Sourced from stony, volcanic soils from sites between 1,000 and 1,100 metres elevation, this is a rich, ripe, approachable wine with juicy red and dark fruit, spice and earth notes.  (Vintages panel, March 2018)",750,14.6,,Armenia,Tierras de Armenia,4.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Malbec,,
V260224,19.95,Kartuli Vazi Limited Edition Semi-sweet 2017,"Made from 100% Saperavi grown without synthetic chemicals. Nicely balanced sweetness here, with alluring notes of ripe berries, cedar and lilies. Pour with rich cheeses, fresh fruit or semi-sweet desserts. (Vintages panel, March 2018)",750,11.1,Kakheti,Georgia,Tifliski Vini Pogreb,28.0,M - Medium,Fruity,Medium-bodied,Saperavi,,
L337799,13.4,Kastropolitia Red,"Light ruby in colour with cherry, nuts, and coffee on the nose. The palate displays soft tannins, a medium body and an elegant finish.",750,13.0,,Greece,G. Tsimpidis And Co. Monemvasia Win,,,,,Agiorgitiko,,
V588830,14.95,Katarzyna Mezzek Cabernet Sauvignon/Mavrud 2016,"Katarzyna Estate is located in the extreme south of Bulgaria in the foothills of the Rhodope Mountains, just outside the village of Mezek. This wine shows good tannin structure supporting a focused core of black fruit and spice. Outstanding value and a good choice for roast pork with a traditional Bulgarian bean soup. (Vintages panel, March 2018)",750,14.8,Thracian Valley,Bulgaria,Platinum Brands Ltd,4.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon Blend,,
V660332,19.95,Katnook Founder's Block Cabernet Sauvignon 2015,"100% Cabernet Sauvignon. Very tasty with refined, vibrant flavours of mint, blueberries, black fruit plus a tinge of spice. Its wonderful intensity is reflected in both the fruit and the cleansing acidity and finish.  Score - 95. (Decanter Asia Wine Awards, 2017)",750,13.5,South Australia,Australia,Katnook,5.0,XD - Extra Dry,Fruity,Medium-bodied,Cabernet Sauvignon,,
V598870,104.0,Kay Brothers Amery Vineyard Block 6 Shiraz 2015,"From vines planted in 1892, the 2015 Shiraz Block 6 is a dense, concentrated example. Mulberry and cherry fruit is compressed into tight layers of fruit that need time to relax and express themselves. In the meantime, it delivers hints of dark chocolate, dried currants and coffee, and even a bit of asphalt. This has the firm structure and crisp acids to age for a couple of decades, so give it some time in a decanter if you're inclined to try it in the next few years. Drink Date: 2020-2035. Score - 95. (Joe Czerwinski, robertparker.com, March 29, 2018)",750,14.2,South Australia,Australia,Inland Trading Co.,6.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
V206953,9.3,Kedem Cream Red Concord KPM,"Creamy, grapey and sweet with light fruit tones. Enjoy as dessert.",750,9.0,New York,USA,Royal Wines,174.0,S - Sweet,Fruity,Light-bodied,Red - Sweet,,
V373415,25.0,Keint-He Portage Pinot Noir 2014,"I love when my Pinot Noir smells like flowers. Heavy violet aromas over fresh ripe red cherries climb out of the glass. This wine dances on the palate light on its feet, but there is a nice concentration of flavours. There is nice acidity to this wine but the heavy floral aromas and mossy forest floor linger for a bit on the finish.  Score - 4.5 Stars (out of 5). (André Proulx, andrewinereview.ca, Oct. 14, 2016)",750,12.0,Ontario,Canada,Keint-He Winery & Vineyards Ltd.,4.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
